Cafe Name,Location,Open,Close,Coffee,Wifi,Power,Studying,Price
Tinto's Coffee House,"https://www.google.com/maps/place/Tinto's+Coffee+House/@34.0304146,-84.5824812,15z/data=!4m6!3m5!1s0x88f51535b4b45e31:0x9ba9707cffdf9154!8m2!3d34.0304146!4d-84.5824812!16s%2Fg%2F11gfk7778y?entry=ttu",7am,4pm,☕☕☕,💪💪💪💪,🔌🔌🔌,📚📚📚,💲💲
